transaction_id,user_id,product_id,amount,payment_type,date,name,age,gender,city,registration_date,category,price,stock
T000405,U0141,P033,69.97,Debit Card,2023-11-03,Anaya Nair,33.0,Female,Jaipur,2024-02-10,Clothing,3874.48,45.0
T000406,U0043,P021,154.71,Cash,2025-06-23,Ira Roy,31.0,Male,Kolkata,2022-08-19,Books,3055.12,169.0
T000407,U0030,P044,34.32,Debit Card,2025-09-28,Aarohi Sharma,29.0,Other,Hyderabad,2023-11-30,Beauty,1655.45,268.0
T000408,U0024,P033,25.87,Net Banking,2023-04-24,Aarohi Kapoor,20.0,Female,Patna,2023-03-15,Clothing,3874.48,45.0
T000409,U0117,P009,21.28,Cash,2025-04-30,Aadhya Joshi,31.0,Female,Kolkata,2022-06-01,Clothing,1799.44,163.0
T000410,U0117,P037,133.97,Credit Card,2025-08-04,Aadhya Joshi,31.0,Female,Kolkata,2022-06-01,Clothing,1750.62,467.0
T000411,U0173,P020,80.85,Wallet,2023-02-14,Muhammad Joshi,31.0,Female,Patna,2024-09-27,Toys,1595.75,428.0
T000412,U0102,P017,52.81,Credit Card,2024-03-22,Kiara Sharma,28.0,Other,Vadodara,2023-12-05,Beauty,3697.53,235.0
T000413,U0149,P005,64.58,Credit Card,2025-05-17,Aarav Singh,36.0,Other,Nagpur,2023-02-11,Books,1178.99,36.0
T000414,U0089,P045,27.79,Credit Card,2023-05-04,Kiara Kulkarni,27.0,Other,Ahmedabad,2024-08-05,Grocery,992.11,139.0
T000415,U0018,P031,154.71,Credit Card,2024-08-10,Sai Iyer,34.0,Female,Nagpur,2022-10-04,Grocery,3035.94,111.0
T000416,U0105,P012,59.0,Debit Card,2025-05-10,Kabir Amin,30.0,Female,Indore,2022-12-01,Sports,4263.31,176.0
T000417,U0096,P025,58.3,Net Banking,2025-02-12,Aditya Khan,20.0,Female,Visakhapatnam,2023-02-14,Electronics,1408.97,272.0
T000418,U0097,P006,84.39,Wallet,2023-09-30,Aarohi Nair,34.0,Male,Hyderabad,2024-06-17,Clothing,3250.7,467.0
T000419,U0168,P023,72.86,Credit Card,2024-01-01,Saanvi Mehta,47.0,Female,Vadodara,2023-06-28,Books,1984.98,450.0
T000420,U0138,P026,62.45,Cash,2023-09-18,Aadhya Chopra,29.0,Other,Mumbai,2022-03-27,Beauty,3490.97,332.0
T000421,U0187,P015,33.98,Credit Card,2023-02-16,Vivaan Kulkarni,35.0,Other,Hyderabad,2024-08-28,Books,2286.25,251.0
T000422,U0077,P030,72.45,Wallet,2025-05-18,Vihaan Reddy,32.0,Female,Hyderabad,2024-06-30,Home,685.55,36.0
T000423,U0137,P025,154.71,Debit Card,2024-05-21,Myra Reddy,25.0,Other,Vadodara,2022-01-28,Electronics,1408.97,272.0
T000424,U0118,P023,122.39,Debit Card,2024-07-18,Aarav Patel,22.0,Female,Kolkata,2022-06-30,Books,1984.98,450.0
T000425,U0049,P047,142.01,Credit Card,2023-03-07,Saanvi Chopra,34.0,Female,Kolkata,2024-03-14,Electronics,1846.57,300.0
T000426,U0170,P027,40.18,Cash,2023-02-02,Diya Roy,25.0,Female,Surat,2022-09-15,Toys,2241.45,134.0
T000427,U0062,P014,30.15,Credit Card,2023-07-26,Muhammad Verma,30.0,Other,Vadodara,2022-03-04,Beauty,3844.95,467.0
T000428,U0153,P003,50.63,Net Banking,2023-04-10,Diya Gupta,26.0,Other,Lucknow,2022-01-13,Beauty,3027.98,127.0
T000429,U0063,P048,56.45,Credit Card,2025-04-03,Anaya Verma,23.0,Male,Patna,2023-05-04,Clothing,3666.72,295.0
T000430,U0113,P015,105.27,Cash,2024-03-20,Ira Kulkarni,32.0,Female,Bengaluru,2024-04-18,Books,2286.25,251.0
T000431,U0194,P050,21.28,Credit Card,2023-10-14,Vihaan Kapoor,22.0,Male,Ahmedabad,2024-07-19,Toys,2833.37,45.0
T000432,U0129,P019,136.69,Debit Card,2024-10-15,Arjun Das,32.0,Male,Indore,2023-02-22,Home,523.79,441.0
T000433,U0148,P039,49.66,Wallet,2024-10-18,Vihaan Iyer,21.0,Female,Hyderabad,2023-08-16,Grocery,4167.72,453.0
T000434,U0061,P020,42.26,Debit Card,2024-03-28,Aarohi Joshi,28.0,Male,Chennai,2022-10-31,Toys,1595.75,428.0
T000435,U0106,P020,29.75,UPI,2023-05-05,Aadhya Singh,35.0,Other,Ahmedabad,2022-07-16,Toys,1595.75,428.0
T000436,U0143,P038,21.28,Wallet,2023-12-25,Aarohi Verma,19.0,Female,Kolkata,2023-10-28,Home,393.65,58.0
T000437,U0161,P044,89.47,Net Banking,2025-10-12,Aarav Joshi,24.0,Female,Pune,2023-05-15,Beauty,1655.45,268.0
T000438,U0013,P023,57.05,Wallet,2025-02-19,Diya Chopra,33.0,Male,Bengaluru,2022-02-16,Books,1984.98,450.0
T000439,U0135,P021,25.18,Wallet,2025-05-02,Ishaan Mukherjee,24.0,Female,Mumbai,2023-02-03,Books,3055.12,169.0
T000440,U0105,P010,25.1,UPI,2025-02-09,Kabir Amin,30.0,Female,Indore,2022-12-01,Sports,1315.44,77.0
T000441,U0048,P049,44.64,Cash,2025-08-27,Meera Das,40.0,Other,Ahmedabad,2024-01-11,Home,1701.17,159.0
T000442,U0062,P015,148.62,UPI,2023-10-23,Muhammad Verma,30.0,Other,Vadodara,2022-03-04,Books,2286.25,251.0
T000443,U0119,P004,46.72,Cash,2025-04-25,Ira Roy,41.0,Male,Vadodara,2022-09-13,Toys,2600.12,229.0
T000444,U0107,P036,22.16,Cash,2023-10-02,Kiara Bose,47.0,Other,Pune,2023-09-23,Sports,1650.69,388.0
T000445,U0100,P016,47.11,UPI,2024-02-21,Anaya Mukherjee,30.0,Other,Visakhapatnam,2022-04-29,Books,807.27,58.0
T000446,U0085,P042,46.36,Credit Card,2025-07-10,Arjun Kapoor,25.0,Male,Kanpur,2023-08-20,Home,4406.39,59.0
T000447,U0095,P006,21.28,Cash,2024-01-26,Muhammad Bose,28.0,Female,Jaipur,2024-06-04,Clothing,3250.7,467.0
T000448,U0014,P018,52.85,Net Banking,2023-03-22,Sai Singh,18.0,Male,Kolkata,2024-06-06,Electronics,2390.82,158.0
T000449,U0019,P013,47.53,Cash,2024-03-20,Aarohi Ghosh,24.0,Other,Lucknow,2024-05-13,Beauty,3354.37,155.0
T000450,U0123,P014,82.91,UPI,2024-09-12,Aarohi Roy,43.0,Male,Bhopal,2023-04-06,Beauty,3844.95,467.0
T000451,U0004,P014,154.71,Debit Card,2023-08-29,Aarav Gupta,44.0,Male,Kolkata,2023-06-02,Beauty,3844.95,467.0
T000452,U0192,P049,107.33,Net Banking,2024-05-11,Kabir Roy,38.0,Male,Kolkata,2024-08-04,Home,1701.17,159.0
T000453,U0179,P039,46.46,Wallet,2024-02-23,Kabir Joshi,29.0,Female,Thane,2022-12-15,Grocery,4167.72,453.0
T000454,U0102,P016,28.11,Cash,2024-10-20,Kiara Sharma,28.0,Other,Vadodara,2023-12-05,Books,807.27,58.0
T000455,U0199,P019,154.71,Net Banking,2025-08-12,Meera Roy,32.0,Male,Ghaziabad,2022-02-10,Home,523.79,441.0
T000456,U0137,P042,56.57,UPI,2024-09-23,Myra Reddy,25.0,Other,Vadodara,2022-01-28,Home,4406.39,59.0
T000457,U0067,P024,55.06,Cash,2025-10-15,Saanvi Ghosh,31.0,Other,Ghaziabad,2022-02-10,Home,2509.0,267.0
T000458,U0120,P007,53.81,Wallet,2025-08-19,Vihaan Roy,38.0,Male,Thane,2023-11-15,Books,2084.59,134.0
T000459,U0195,P021,61.49,Debit Card,2025-01-29,Ishaan Reddy,33.0,Male,Delhi,2022-06-19,Books,3055.12,169.0
T000460,U0081,P027,50.07,Credit Card,2024-03-29,Vivaan Gupta,30.0,Other,Indore,2024-04-29,Toys,2241.45,134.0
T000461,U0190,P010,38.7,Credit Card,2024-06-18,Aarav Mukherjee,19.0,Female,Ghaziabad,2023-04-27,Sports,1315.44,77.0
T000462,U0142,P038,39.33,Cash,2025-05-05,Kiara Khan,42.0,Male,Bhopal,2022-01-20,Home,393.65,58.0
T000463,U0076,P010,53.54,Debit Card,2024-11-06,Ira Sharma,38.0,Other,Vadodara,2022-11-03,Sports,1315.44,77.0
T000464,U0059,P025,39.41,Cash,2024-05-18,Vivaan Iyer,34.0,Female,Mumbai,2023-02-04,Electronics,1408.97,272.0
T000465,U0128,P036,35.6,Wallet,2024-11-22,Arjun Reddy,27.0,Male,Nagpur,2023-12-12,Sports,1650.69,388.0
T000466,U0066,P049,58.2,Net Banking,2025-10-01,Aditya Ghosh,42.0,Female,Hyderabad,2024-08-22,Home,1701.17,159.0
T000467,U0118,P011,46.85,Wallet,2024-12-22,Aarav Patel,22.0,Female,Kolkata,2022-06-30,Electronics,1410.29,36.0
T000468,U0044,P009,134.61,Wallet,2025-09-27,Aditya Nair,29.0,Male,Patna,2023-07-22,Clothing,1799.44,163.0
T000469,U0048,P035,21.28,Wallet,2023-05-01,Meera Das,40.0,Other,Ahmedabad,2024-01-11,Sports,2998.97,82.0
T000470,U0135,P003,105.1,Credit Card,2023-04-10,Ishaan Mukherjee,24.0,Female,Mumbai,2023-02-03,Beauty,3027.98,127.0
T000471,U0196,P001,115.31,Net Banking,2023-10-09,Kabir Kulkarni,35.0,Other,Patna,2024-08-01,Grocery,393.65,371.0
T000472,U0162,P015,21.28,Credit Card,2023-11-06,Muhammad Mehta,38.0,Female,Lucknow,2022-10-14,Books,2286.25,251.0
T000473,U0003,P014,44.45,Cash,2025-07-22,Aarohi Gupta,37.0,Other,Indore,2022-02-02,Beauty,3844.95,467.0
T000474,U0096,P004,43.69,Cash,2025-09-16,Aditya Khan,20.0,Female,Visakhapatnam,2023-02-14,Toys,2600.12,229.0
T000475,U0169,P032,23.46,Credit Card,2023-01-14,Diya Mukherjee,30.0,Other,Vadodara,2022-12-05,Books,2913.02,176.0
T000476,U0137,P036,34.24,Net Banking,2023-01-25,Myra Reddy,25.0,Other,Vadodara,2022-01-28,Sports,1650.69,388.0
T000477,U0005,P034,28.04,Wallet,2024-07-16,Sara Sharma,30.0,Other,Chennai,2024-01-04,Books,474.01,362.0
T000478,U0138,P019,154.71,Credit Card,2025-10-25,Aadhya Chopra,29.0,Other,Mumbai,2022-03-27,Home,523.79,441.0
T000479,U0179,P044,95.72,Net Banking,2024-01-03,Kabir Joshi,29.0,Female,Thane,2022-12-15,Beauty,1655.45,268.0
T000480,U0028,P007,117.09,Cash,2023-11-01,Kiara Kulkarni,35.0,Male,Nagpur,2023-01-26,Books,2084.59,134.0
T000481,U0062,P013,84.18,Cash,2024-05-31,Muhammad Verma,30.0,Other,Vadodara,2022-03-04,Beauty,3354.37,155.0
T000482,U0091,P018,27.73,Net Banking,2023-06-11,Reyansh Nair,32.0,Female,Kolkata,2022-10-01,Electronics,2390.82,158.0
T000483,U0096,P026,39.86,Net Banking,2024-05-13,Aditya Khan,20.0,Female,Visakhapatnam,2023-02-14,Beauty,3490.97,332.0
T000484,U0179,P015,73.23,UPI,2023-06-15,Kabir Joshi,29.0,Female,Thane,2022-12-15,Books,2286.25,251.0
T000485,U0168,P042,26.23,Credit Card,2023-07-11,Saanvi Mehta,47.0,Female,Vadodara,2023-06-28,Home,4406.39,59.0
T000486,U0104,P025,83.75,Net Banking,2025-09-01,Anaya Kulkarni,25.0,Female,Hyderabad,2024-01-08,Electronics,1408.97,272.0
T000487,U0015,P041,47.27,Credit Card,2023-12-17,Vihaan Bose,18.0,Female,Thane,2023-10-13,Home,3218.83,273.0
T000488,U0022,P032,43.6,Net Banking,2024-11-09,Anaya Das,30.0,Other,Bhopal,2023-02-10,Books,2913.02,176.0
T000489,U0145,P007,83.64,Cash,2023-03-29,Aarav Kulkarni,34.0,Male,Kolkata,2022-05-10,Books,2084.59,134.0
T000490,U0059,P014,71.28,Wallet,2025-08-31,Vivaan Iyer,34.0,Female,Mumbai,2023-02-04,Beauty,3844.95,467.0
T000491,U0070,P003,43.97,Credit Card,2024-07-28,Anaya Ghosh,26.0,Female,Nagpur,2022-05-15,Beauty,3027.98,127.0
T000492,U0140,P037,109.46,Wallet,2023-03-09,Ishaan Bose,22.0,Female,Chennai,2023-04-11,Clothing,1750.62,467.0
T000493,U0046,P021,28.54,Credit Card,2024-02-29,Vivaan Ghosh,26.0,Male,Delhi,2024-05-30,Books,3055.12,169.0
T000494,U0151,P010,79.01,Wallet,2025-03-26,Kabir Kulkarni,34.0,Male,Patna,2024-03-12,Sports,1315.44,77.0
T000495,U0020,P020,77.93,Debit Card,2024-05-07,Vivaan Ghosh,20.0,Male,Lucknow,2023-02-15,Toys,1595.75,428.0
T000496,U0146,P025,45.34,Wallet,2024-11-10,Meera Patel,38.0,Other,Chennai,2023-04-22,Electronics,1408.97,272.0
T000497,U0099,P049,66.4,Wallet,2023-10-14,Vihaan Kulkarni,32.0,Female,Kanpur,2024-01-17,Home,1701.17,159.0
T000498,U0177,P047,25.77,Credit Card,2025-10-22,Ishaan Verma,32.0,Male,Vadodara,2022-10-27,Electronics,1846.57,300.0
T000499,U0191,P023,95.05,Credit Card,2023-07-20,Kabir Verma,28.0,Male,Surat,2023-12-25,Books,1984.98,450.0
T000500,U0112,P015,48.86,Credit Card,2024-11-28,Meera Iyer,31.0,Other,Bengaluru,2022-10-18,Books,2286.25,251.0
T000501,U0155,P050,39.9,Cash,2025-03-23,Diya Roy,34.0,Other,Ahmedabad,2023-03-22,Toys,2833.37,45.0
T000502,U0199,P021,102.45,Credit Card,2024-07-13,Meera Roy,32.0,Male,Ghaziabad,2022-02-10,Books,3055.12,169.0
T000503,U0116,P032,35.78,Debit Card,2024-12-29,Aditya Roy,34.0,Female,Patna,2022-07-19,Books,2913.02,176.0
T000504,U0142,P025,23.45,Net Banking,2024-01-16,Kiara Khan,42.0,Male,Bhopal,2022-01-20,Electronics,1408.97,272.0
T000505,U0175,P038,21.46,Wallet,2025-02-17,Muhammad Singh,34.0,Male,Kanpur,2022-07-03,Home,393.65,58.0
T000506,U0022,P050,78.54,Cash,2024-08-27,Anaya Das,30.0,Other,Bhopal,2023-02-10,Toys,2833.37,45.0
T000507,U0064,P046,25.32,Credit Card,2023-06-18,Ira Amin,22.0,Male,Delhi,2024-09-10,Toys,4406.39,267.0
T000508,U0069,P010,154.71,Net Banking,2023-11-12,Ira Nair,34.0,Female,Chennai,2023-11-17,Sports,1315.44,77.0
T000509,U0190,P025,21.28,UPI,2025-01-08,Aarav Mukherjee,19.0,Female,Ghaziabad,2023-04-27,Electronics,1408.97,272.0
T000510,U0028,P006,151.09,Credit Card,2024-09-23,Kiara Kulkarni,35.0,Male,Nagpur,2023-01-26,Clothing,3250.7,467.0
T000511,U0114,P024,61.97,UPI,2023-07-29,Sai Singh,51.0,Male,Chennai,2022-05-31,Home,2509.0,267.0
T000512,U0034,P006,51.52,Debit Card,2025-06-01,Vihaan Singh,23.0,Other,Visakhapatnam,2023-09-16,Clothing,3250.7,467.0
T000513,U0115,P036,39.37,Cash,2025-04-15,Aarav Verma,30.0,Male,Bhopal,2023-09-18,Sports,1650.69,388.0
T000514,U0027,P002,69.37,Credit Card,2024-12-25,Vihaan Reddy,22.0,Other,Pune,2024-03-22,Grocery,605.91,150.0
T000515,U0142,P006,53.38,Cash,2024-10-26,Kiara Khan,42.0,Male,Bhopal,2022-01-20,Clothing,3250.7,467.0
T000516,U0099,P001,105.85,UPI,2025-04-27,Vihaan Kulkarni,32.0,Female,Kanpur,2024-01-17,Grocery,393.65,371.0
T000517,U0100,P050,58.47,Credit Card,2024-05-12,Anaya Mukherjee,30.0,Other,Visakhapatnam,2022-04-29,Toys,2833.37,45.0
T000518,U0147,P034,59.75,Debit Card,2025-02-18,Ishaan Mehta,22.0,Male,Ghaziabad,2023-09-14,Books,474.01,362.0
T000519,U0044,P009,43.9,UPI,2024-09-08,Aditya Nair,29.0,Male,Patna,2023-07-22,Clothing,1799.44,163.0
T000520,U0069,P032,52.76,Debit Card,2023-05-10,Ira Nair,34.0,Female,Chennai,2023-11-17,Books,2913.02,176.0
T000521,U0043,P028,65.67,UPI,2025-05-12,Ira Roy,31.0,Male,Kolkata,2022-08-19,Home,3602.11,250.0
T000522,U0077,P031,21.28,Credit Card,2025-01-09,Vihaan Reddy,32.0,Female,Hyderabad,2024-06-30,Grocery,3035.94,111.0
T000523,U0065,P016,24.31,Wallet,2025-10-12,Ira Gupta,38.0,Male,Bengaluru,2023-09-02,Books,807.27,58.0
T000524,U0153,P040,85.28,Debit Card,2025-07-26,Diya Gupta,26.0,Other,Lucknow,2022-01-13,Grocery,4011.76,36.0
T000525,U0028,P009,60.49,UPI,2023-01-14,Kiara Kulkarni,35.0,Male,Nagpur,2023-01-26,Clothing,1799.44,163.0
T000526,U0102,P022,48.89,Cash,2025-02-17,Kiara Sharma,28.0,Other,Vadodara,2023-12-05,Electronics,3207.91,466.0
T000527,U0085,P029,55.21,UPI,2025-05-31,Arjun Kapoor,25.0,Male,Kanpur,2023-08-20,Clothing,393.65,289.0
T000528,U0167,P039,67.26,Debit Card,2024-09-07,Sai Bose,38.0,Other,Kolkata,2022-11-10,Grocery,4167.72,453.0
T000529,U0083,P039,39.49,Wallet,2024-02-16,Arjun Khan,43.0,Male,Thane,2023-07-19,Grocery,4167.72,453.0
T000530,U0123,P021,34.23,Debit Card,2025-03-26,Aarohi Roy,43.0,Male,Bhopal,2023-04-06,Books,3055.12,169.0
T000531,U0082,P019,61.41,Wallet,2025-10-02,Ishaan Verma,34.0,Male,Lucknow,2024-02-29,Home,523.79,441.0
T000532,U0148,P016,30.36,UPI,2025-02-09,Vihaan Iyer,21.0,Female,Hyderabad,2023-08-16,Books,807.27,58.0
T000533,U0072,P026,69.75,UPI,2023-08-22,Myra Kulkarni,44.0,Other,Hyderabad,2022-03-17,Beauty,3490.97,332.0
T000534,U0145,P013,21.28,Cash,2024-01-04,Aarav Kulkarni,34.0,Male,Kolkata,2022-05-10,Beauty,3354.37,155.0
T000535,U0175,P050,101.24,Cash,2023-02-25,Muhammad Singh,34.0,Male,Kanpur,2022-07-03,Toys,2833.37,45.0
T000536,U0187,P030,72.5,Wallet,2024-03-05,Vivaan Kulkarni,35.0,Other,Hyderabad,2024-08-28,Home,685.55,36.0
T000537,U0113,P019,63.66,Wallet,2023-05-22,Ira Kulkarni,32.0,Female,Bengaluru,2024-04-18,Home,523.79,441.0
T000538,U0105,P044,98.46,Net Banking,2023-10-13,Kabir Amin,30.0,Female,Indore,2022-12-01,Beauty,1655.45,268.0
T000539,U0163,P020,148.31,Debit Card,2024-06-01,Sara Khan,41.0,Other,Mumbai,2023-06-14,Toys,1595.75,428.0
T000540,U0169,P010,100.35,Wallet,2025-05-16,Diya Mukherjee,30.0,Other,Vadodara,2022-12-05,Sports,1315.44,77.0
T000541,U0097,P005,21.28,Net Banking,2025-09-08,Aarohi Nair,34.0,Male,Hyderabad,2024-06-17,Books,1178.99,36.0
T000542,U0150,P026,25.34,Cash,2025-05-06,Muhammad Gupta,34.0,Other,Kolkata,2022-04-15,Beauty,3490.97,332.0
T000543,U0140,P003,37.53,UPI,2023-06-24,Ishaan Bose,22.0,Female,Chennai,2023-04-11,Beauty,3027.98,127.0
T000544,U0028,P050,55.46,Debit Card,2024-12-28,Kiara Kulkarni,35.0,Male,Nagpur,2023-01-26,Toys,2833.37,45.0
T000545,U0043,P042,74.48,Cash,2023-04-01,Ira Roy,31.0,Male,Kolkata,2022-08-19,Home,4406.39,59.0
T000546,U0145,P042,35.32,Wallet,2025-03-29,Aarav Kulkarni,34.0,Male,Kolkata,2022-05-10,Home,4406.39,59.0
T000547,U0193,P022,61.07,Net Banking,2023-08-05,Ishaan Chopra,33.0,Other,Chennai,2023-03-12,Electronics,3207.91,466.0
T000548,U0003,P007,34.7,UPI,2024-03-30,Aarohi Gupta,37.0,Other,Indore,2022-02-02,Books,2084.59,134.0
T000549,U0131,P048,37.83,Cash,2024-03-28,Muhammad Mukherjee,19.0,Female,Patna,2024-08-26,Clothing,3666.72,295.0
T000550,U0115,P024,23.48,Net Banking,2025-08-06,Aarav Verma,30.0,Male,Bhopal,2023-09-18,Home,2509.0,267.0
T000551,U0198,P044,31.38,Cash,2025-10-21,Kabir Bose,33.0,Female,Visakhapatnam,2023-07-07,Beauty,1655.45,268.0
T000552,U0039,P023,24.26,Credit Card,2025-09-15,Meera Gupta,21.0,Other,Ahmedabad,2022-05-12,Books,1984.98,450.0
T000553,U0027,P019,30.4,Net Banking,2023-06-25,Vihaan Reddy,22.0,Other,Pune,2024-03-22,Home,523.79,441.0
T000554,U0030,P047,102.74,Debit Card,2024-12-14,Aarohi Sharma,29.0,Other,Hyderabad,2023-11-30,Electronics,1846.57,300.0
T000555,U0080,P022,30.89,Net Banking,2024-02-28,Ishaan Amin,18.0,Female,Jaipur,2024-07-16,Electronics,3207.91,466.0
T000556,U0134,P031,154.71,UPI,2025-09-02,Aarohi Kulkarni,35.0,Male,Bhopal,2022-08-13,Grocery,3035.94,111.0
T000557,U0025,P029,73.4,Wallet,2025-07-15,Saanvi Bose,27.0,Female,Kolkata,2022-05-22,Clothing,393.65,289.0
T000558,U0082,P005,61.0,UPI,2023-04-02,Ishaan Verma,34.0,Male,Lucknow,2024-02-29,Books,1178.99,36.0
T000559,U0182,P008,32.62,Credit Card,2024-12-03,Vivaan Reddy,25.0,Male,Patna,2024-08-29,Books,4406.39,161.0
T000560,U0166,P007,83.11,Wallet,2023-12-03,Meera Roy,35.0,Male,Bengaluru,2022-10-29,Books,2084.59,134.0
T000561,U0190,P016,38.65,Cash,2023-12-24,Aarav Mukherjee,19.0,Female,Ghaziabad,2023-04-27,Books,807.27,58.0
T000562,U0142,P011,58.74,UPI,2025-05-23,Kiara Khan,42.0,Male,Bhopal,2022-01-20,Electronics,1410.29,36.0
T000563,U0119,P015,154.71,Net Banking,2024-01-13,Ira Roy,41.0,Male,Vadodara,2022-09-13,Books,2286.25,251.0
T000564,U0048,P041,51.54,Wallet,2025-06-04,Meera Das,40.0,Other,Ahmedabad,2024-01-11,Home,3218.83,273.0
T000565,U0102,P002,108.81,Wallet,2024-02-09,Kiara Sharma,28.0,Other,Vadodara,2023-12-05,Grocery,605.91,150.0
T000566,U0116,P038,35.81,Net Banking,2025-03-07,Aditya Roy,34.0,Female,Patna,2022-07-19,Home,393.65,58.0
T000567,U0002,P046,53.46,Debit Card,2024-02-26,Sai Reddy,30.0,Other,Hyderabad,2023-11-24,Toys,4406.39,267.0
T000568,U0072,P049,154.71,Wallet,2023-05-09,Myra Kulkarni,44.0,Other,Hyderabad,2022-03-17,Home,1701.17,159.0
T000569,U0148,P007,37.48,Cash,2024-01-18,Vihaan Iyer,21.0,Female,Hyderabad,2023-08-16,Books,2084.59,134.0
T000570,U0094,P021,154.71,Debit Card,2025-07-26,Kabir Ghosh,29.0,Male,Mumbai,2023-11-07,Books,3055.12,169.0
T000571,U0030,P017,83.48,Wallet,2025-09-29,Aarohi Sharma,29.0,Other,Hyderabad,2023-11-30,Beauty,3697.53,235.0
T000572,U0136,P041,38.96,UPI,2025-03-06,Anaya Bose,44.0,Other,Pune,2024-05-10,Home,3218.83,273.0
T000573,U0157,P026,79.79,Cash,2023-08-22,Aarohi Joshi,46.0,Female,Indore,2024-04-25,Beauty,3490.97,332.0
T000574,U0090,P023,97.86,Net Banking,2023-12-20,Sai Iyer,36.0,Male,Indore,2022-01-26,Books,1984.98,450.0
T000575,U0173,P046,79.29,UPI,2023-06-23,Muhammad Joshi,31.0,Female,Patna,2024-09-27,Toys,4406.39,267.0
T000576,U0173,P009,21.28,UPI,2023-08-30,Muhammad Joshi,31.0,Female,Patna,2024-09-27,Clothing,1799.44,163.0
T000577,U0062,P020,35.29,Credit Card,2024-01-10,Muhammad Verma,30.0,Other,Vadodara,2022-03-04,Toys,1595.75,428.0
T000578,U0096,P045,47.06,Debit Card,2025-03-06,Aditya Khan,20.0,Female,Visakhapatnam,2023-02-14,Grocery,992.11,139.0
T000579,U0108,P039,52.21,Debit Card,2025-02-24,Saanvi Singh,33.0,Female,Vadodara,2024-05-03,Grocery,4167.72,453.0
T000580,U0109,P012,79.23,Net Banking,2023-12-21,Aarav Singh,34.0,Female,Chennai,2023-03-17,Sports,4263.31,176.0
T000581,U0143,P011,60.74,Net Banking,2024-08-14,Aarohi Verma,19.0,Female,Kolkata,2023-10-28,Electronics,1410.29,36.0
T000582,U0036,P012,24.5,UPI,2025-07-12,Ira Sharma,22.0,Other,Lucknow,2023-05-16,Sports,4263.31,176.0
T000583,U0159,P004,68.59,UPI,2023-01-20,Aditya Khan,22.0,Female,Kolkata,2024-02-08,Toys,2600.12,229.0
T000584,U0125,P009,78.76,Debit Card,2025-02-25,Ira Joshi,36.0,Other,Kolkata,2022-10-09,Clothing,1799.44,163.0
T000585,U0144,P033,76.39,Wallet,2025-10-10,Aditya Verma,33.0,Male,Kolkata,2022-07-24,Clothing,3874.48,45.0
T000586,U0105,P044,104.42,Net Banking,2025-05-01,Kabir Amin,30.0,Female,Indore,2022-12-01,Beauty,1655.45,268.0
T000587,U0182,P029,90.05,Net Banking,2023-12-09,Vivaan Reddy,25.0,Male,Patna,2024-08-29,Clothing,393.65,289.0
T000588,U0022,P037,71.92,Credit Card,2024-03-27,Anaya Das,30.0,Other,Bhopal,2023-02-10,Clothing,1750.62,467.0
T000589,U0075,P003,52.35,UPI,2024-04-05,Reyansh Roy,18.0,Other,Surat,2023-09-19,Beauty,3027.98,127.0
T000590,U0138,P019,21.28,Debit Card,2025-07-25,Aadhya Chopra,29.0,Other,Mumbai,2022-03-27,Home,523.79,441.0
T000591,U0145,P048,70.65,Net Banking,2023-08-20,Aarav Kulkarni,34.0,Male,Kolkata,2022-05-10,Clothing,3666.72,295.0
T000592,U0147,P008,61.84,UPI,2025-01-21,Ishaan Mehta,22.0,Male,Ghaziabad,2023-09-14,Books,4406.39,161.0
T000593,U0139,P049,64.26,Credit Card,2025-06-22,Kiara Reddy,38.0,Female,Pune,2022-02-21,Home,1701.17,159.0
T000594,U0140,P014,25.38,Net Banking,2023-07-29,Ishaan Bose,22.0,Female,Chennai,2023-04-11,Beauty,3844.95,467.0
T000595,U0189,P042,28.54,Debit Card,2024-09-01,Sai Iyer,25.0,Other,Bengaluru,2022-06-10,Home,4406.39,59.0
T000596,U0009,P029,102.71,UPI,2024-12-14,Aditya Bose,28.0,Male,Kanpur,2024-05-17,Clothing,393.65,289.0
T000597,U0023,P029,53.32,Credit Card,2024-04-30,Myra Reddy,32.0,Female,Ahmedabad,2022-09-10,Clothing,393.65,289.0
T000598,U0054,P048,82.18,Cash,2024-12-19,Aarohi Roy,36.0,Male,Indore,2022-07-07,Clothing,3666.72,295.0
T000599,U0182,P040,55.53,Wallet,2025-05-26,Vivaan Reddy,25.0,Male,Patna,2024-08-29,Grocery,4011.76,36.0
T000600,U0043,P040,55.58,Debit Card,2024-02-28,Ira Roy,31.0,Male,Kolkata,2022-08-19,Grocery,4011.76,36.0
T000601,U0053,P004,95.87,Cash,2024-12-19,Anaya Patel,26.0,Male,Chennai,2022-07-14,Toys,2600.12,229.0
T000602,U0137,P018,40.06,Cash,2023-12-11,Myra Reddy,25.0,Other,Vadodara,2022-01-28,Electronics,2390.82,158.0
T000603,U0083,P046,57.84,UPI,2024-08-15,Arjun Khan,43.0,Male,Thane,2023-07-19,Toys,4406.39,267.0
T000604,U0147,P018,41.37,Cash,2023-07-15,Ishaan Mehta,22.0,Male,Ghaziabad,2023-09-14,Electronics,2390.82,158.0
T000605,U0035,P049,42.07,Net Banking,2023-05-02,Muhammad Reddy,38.0,Female,Pune,2023-07-07,Home,1701.17,159.0
T000606,U0071,P042,45.35,Debit Card,2023-09-29,Kabir Roy,34.0,Female,Bengaluru,2022-01-10,Home,4406.39,59.0
